,rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,avg_price,revenue
13253,15060,Cocoto Magic Circus,wii,2008,shooter,Neko Entertainment,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13254,15061,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,ps2,2007,adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13255,15062,Dunamis 15,ps3,2011,adventure,5pb,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13256,15063,DemiKids: Dark Version,gba,2002,role-playing,Atlus,0.02,0.01,0.0,0.0,0.02,17.94,358800.0
13257,15064,Mage Knight: Destiny's Soldier,ds,2006,strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13258,15065,GT Legends,pc,2005,racing,Atari,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13259,15066,Blender Bros.,gba,2002,platform,Unknown,0.02,0.01,0.0,0.0,0.02,17.94,358800.0
13260,15067,Suzumiya Haruhi no Heiretsu,wii,2009,adventure,Sega,0.0,0.0,0.02,0.0,0.02,10.18,203600.0
13261,15068,F1 Race Stars,pc,2012,racing,Codemasters,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13262,15069,DemiKids: Light Version,gba,2002,role-playing,Atlus,0.02,0.01,0.0,0.0,0.02,17.94,358800.0
13263,15070,Nanatsuiro * Drops Pure!!,ps2,2007,adventure,Media Works,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13264,15072,Escape the Emerald Star,pc,2011,puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02,13.28,265600.0
13265,15073,La Corda d'Oro 4,psv,2016,action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13266,15074,Thomas and Friends: Steaming around Sodor,3ds,2015,action,Avanquest Software,0.0,0.02,0.0,0.0,0.02,24.34,486800.0
13267,15075,Titanic Mystery,wii,2010,puzzle,O-Games,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13268,15076,Falcon 4.0: Allied Force,pc,2005,simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13269,15077,Bottom of the 9th '97,ps,1997,sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13270,15078,Shaman King: Chou Senjiryokketsu 3,gba,2002,role-playing,King Records,0.0,0.0,0.02,0.0,0.02,17.94,358800.0
13271,15079,Ride,x360,2015,racing,Milestone S.r.l.,0.0,0.02,0.0,0.0,0.02,11.94,238799.99999999997
13272,15080,Line Rider 2: Unbound,wii,2008,puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13273,15081,HatsuKare * Renai Debut Sengen!,psp,2013,adventure,FuRyu,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13274,15082,Treasure Chase,ds,2011,puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13275,15083,Unreal Anthology,pc,2006,shooter,Midway Games,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13276,15085,Prison Architect,ps4,2016,action,Introversion Software,0.01,0.01,0.0,0.0,0.02,22.21,444200.00000000006
13277,15086,G1 Jockey Wii,wii,2007,sports,Tecmo Koei,0.0,0.01,0.02,0.0,0.02,10.18,203600.0
13278,15087,Kingdom: Ikkitousen no Ken,psp,2010,action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13279,15088,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,ps2,2007,fighting,Yuke's,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13280,15089,Rugby League Live 3,ps4,2015,action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,22.21,444200.00000000006
13281,15090,Tom Clancy's EndWar,pc,2009,strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13282,15091,RayCrisis: Series Termination,ps,1999,shooter,JVC,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13283,15092,Left 4 Dead,pc,2008,shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13284,15093,Bejeweled 2 Deluxe,pc,2006,puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13285,15094,Ikki Tousen: Shining Dragon,ps2,2007,role-playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13286,15095,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,ps2,2008,adventure,Minato Station,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13287,15096,Toxic Grind,xb,2002,sports,THQ,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13288,15097,DiRT,pc,2007,racing,Codemasters,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13289,15098,Kawasaki Jet Ski,wii,2008,racing,Metro 3D,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13290,15099,Genkai Tokki: Seven Pirates,psv,2016,role-playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13291,15100,Enchanted Arms (JP sales),x360,2006,role-playing,Ubisoft,0.0,0.0,0.02,0.0,0.02,11.94,238799.99999999997
13292,15101,ScrapLand,xb,2005,action,Deep Silver,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13293,15104,Crazy Machines,wii,2010,puzzle,DTP Entertainment,0.01,0.01,0.0,0.0,0.02,10.18,203600.0
13294,15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,psp,2009,adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13295,15106,Blade Arcus from Shining EX,ps3,2015,fighting,Sega,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13296,15107,Brave: The Video Game,wii,2012,action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02,10.18,203600.0
13297,15108,Frontlines: Fuel of War,pc,2008,shooter,THQ,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13298,15109,D.Gray-man: Sousha no Shikaku,ps2,2008,adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13299,15110,Indianapolis 500 Evolution,x360,2009,racing,Zushi Games,0.02,0.0,0.0,0.0,0.02,11.94,238799.99999999997
13300,15111,Ookami to Koushinryou: Omiowataru Kaze,ds,2009,adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13301,15112,Grey's Anatomy: The Video Game,pc,2009,adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13302,15113,School Days LxH,ps2,2008,adventure,Interchannel,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13303,15114,Neo Angelique,ps2,2006,adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13304,15115,Big Idea's VeggieTales: LarryBoy and the Bad Apple,ps2,2006,action,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13305,15117,Chaos;Head Noah,psp,2010,adventure,5pb,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13306,15118,Brandish: The Dark Revenant,psp,2009,role-playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13307,15119,Summon Night: Swordcraft Story,gba,2003,role-playing,Banpresto,0.02,0.01,0.0,0.0,0.02,17.94,358800.0
13308,15120,Samurai Shodown V,xb,2006,fighting,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13309,15121,Pro Fishing Challenge,xb,2004,sports,Atlus,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13310,15123,Franklin's Great Adventures,ds,2006,action,Game Factory,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13311,15124,Test Drive Unlimited,pc,2007,racing,Atari,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13312,15125,SAW,pc,2009,action,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13313,15126,Princess Saver! Eternal Love for My Lady,ps2,2010,adventure,Comfort,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13314,15127,To Love-Ru Trouble: Darkness - True Princess,psv,2015,action,FuRyu,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13315,15128,Tokyo Mew Mew,ps,2002,role-playing,Takara,0.0,0.0,0.02,0.0,0.02,15.92,318400.0
13316,15129,Jitsumei Jikkyou Keiba Dream Classic 2002,ps2,2002,sports,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13317,15130,Ice Age: Dawn of the Dinosaurs,pc,2009,action,Activision,0.02,0.0,0.0,0.0,0.02,13.28,265600.0
13318,15132,Moujuutsukai to Oujisama: Snow Bride Portable,psp,2012,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13319,15133,Twinkle * Crusaders GoGo!,psp,2010,adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13320,15134,Serious Sam HD: Gold Edition,pc,2010,shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13321,15135,Rule of Rose,ps2,2006,action,505 Games,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13322,15136,RedCard 20-03,gc,2002,sports,Midway Games,0.02,0.0,0.0,0.0,0.02,33.64,672800.0000000001
13323,15137,Homeworld,pc,1998,strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13324,15138,Freestyle Metal X,xb,2003,racing,Midway Games,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13325,15139,Shonen Jump's One Piece: Grand Adventure,ps2,2005,fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13326,15140,Pac-Man World Rally,ps2,2006,racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13327,15141,Plants vs. Zombies: Garden Warfare,pc,2014,shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13328,15142,Max Payne,pc,2001,shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13329,15144,Invizimals: The Lost Kingdom,ps3,2013,action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02,14.67,293400.0
13330,15145,428: Fuusa Sareta Shibuya de,ps3,2009,adventure,Spike,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13331,15146,IL-2 Sturmovik: Forgotten Battles,pc,2003,simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13332,15147,Overlord,pc,2007,strategy,Codemasters,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13333,15148,Sacred 3,pc,2014,role-playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13334,15149,The Professor's Brain Trainer: Logic,ds,2005,puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13335,15150,Fritz Chess,wii,2009,strategy,Deep Silver,0.02,0.01,0.0,0.0,0.02,10.18,203600.0
13336,15152,NFL Blitz Pro,gc,2003,sports,Midway Games,0.02,0.0,0.0,0.0,0.02,33.64,672800.0000000001
13337,15153,Rocket League,pc,2016,sports,505 Games,0.01,0.01,0.0,0.0,0.02,13.28,265600.0
13338,15154,Balls of Fury,wii,2007,sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13339,15155,18 Wheels of Steel: Extreme Trucker,pc,2009,racing,Rondomedia,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13340,15156,Rugby World Cup 2015,xone,2015,sports,Ubisoft,0.0,0.02,0.0,0.0,0.02,12.68,253600.0
13341,15157,Winning Post 8 2015,ps3,2015,action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13342,15158,Veggy World,ds,2011,shooter,Jack of All Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13343,15159,Commandos: Strike Force,xb,2006,shooter,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13344,15160,Ukiyo no Roushi,psv,2015,action,Unknown,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13345,15161,SBK: Snowboard Kids,ds,2005,sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13346,15162,Warriors of the Lost Empire (JP sales),psp,2007,role-playing,Mercury Games,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13347,15163,Jojo's Bizarre Adventure,ps,1999,fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13348,15164,Lode Runner,ds,2006,puzzle,Hudson Entertainment,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13349,15165,Zathura,xb,2005,adventure,Take-Two Interactive,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13350,15166,Cities in Motion Collection,pc,2011,simulation,Unknown,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13351,15167,Evolution Snowboarding,ps2,2002,sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13352,15169,Aegis of Earth: Protonovus Assault,ps4,2016,action,PQube,0.02,0.0,0.0,0.0,0.02,22.21,444200.00000000006
13353,15170,Freedom Wings,ds,2006,simulation,Natsume,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13354,15171,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,snes,1996,puzzle,Compile,0.0,0.0,0.02,0.0,0.02,45.28,905600.0000000001
13355,15172,Zillions of Enemy X: Zetsukai no Crusade,ps3,2013,role-playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13356,15173,Dream Chronicles,ds,2010,adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13357,15174,Kung Fu Panda: Showdown of Legendary Legends,ps3,2015,action,Little Orbit,0.0,0.02,0.0,0.0,0.02,14.67,293400.0
13358,15175,The Settlers IV,pc,2001,strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13359,15176,Happiness! De-Lucks,ps2,2007,adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13360,15177,Mount & Blade,pc,2008,role-playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13361,15178,Doki Majo Plus,ds,2009,adventure,SNK Playmore,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13362,15179,Eureka Seven Vol. 2: The New Vision,ps2,2006,shooter,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13363,15180,Love Once: Mermaid's Tears,ps3,2011,adventure,Unknown,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13364,15181,Puzzle Challenge: Crosswords and More!,ps2,2006,puzzle,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13365,15182,Mata Hari: Betrayal is only a Kiss Away,pc,2008,adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13366,15183,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",psp,2009,action,D3Publisher,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13367,15185,Quake 4,pc,2005,shooter,Activision,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13368,15186,Maximum Capacity: Hotel Giant,pc,2002,strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13369,15187,Sengoku Otome: Legend Battle,psv,2016,action,Unknown,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13370,15188,Shippuu Mahou Daisakusen: Kingdom-Grandprix,sat,1996,shooter,Gaga,0.0,0.0,0.02,0.0,0.02,40.47,809400.0
13371,15191,Fritz Chess,ds,2009,strategy,Deep Silver,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13372,15192,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,psp,2011,adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13373,15193,Fuel,pc,2009,racing,Codemasters,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13374,15194,Serious Sam: Next Encounter,gc,2004,shooter,Global Star,0.02,0.0,0.0,0.0,0.02,33.64,672800.0000000001
13375,15196,Motto! SoniComi,ps3,2014,simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13376,15197,Let's Play Flight Attendant,ds,2010,simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13377,15198,Akai Ito DS,ds,2008,adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13378,15199,Knight's Apprentice: Memorick's Adventures,xb,2004,action,Microids,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13379,15201,Darksiders,ps3,2010,action,THQ,0.01,0.01,0.0,0.0,0.02,14.67,293400.0
13380,15202,Natsuiro no Sunadokei,ps2,2002,adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13381,15203,Indigo Prophecy,pc,2005,adventure,Atari,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13382,15205,Tale of a Hero,pc,2010,adventure,Daedalic,0.0,0.02,0.0,0.01,0.02,13.28,265600.0
13383,15206,Valentino Rossi: The Game,xone,2016,racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,12.68,253600.0
13384,15207,Turbo: Super Stunt Squad,ps3,2013,sports,D3Publisher,0.0,0.02,0.0,0.0,0.02,14.67,293400.0
13385,15208,FIFA Soccer 09,pc,2008,sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13386,15209,The Lord of the Rings: The Battle for Middle-Earth II,pc,2006,strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,13.28,265600.0
13387,15210,Ballblazer Champions,ps,1997,sports,CTO SpA,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13388,15212,So Blonde,pc,2008,adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13389,15213,Winter Sports 2011,x360,2011,sports,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,11.94,238799.99999999997
13390,15214,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,ps2,2008,adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13391,15215,Disney's Meet the Robinsons,ds,2007,action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13392,15216,Casper's Scare School: Classroom Capers,ds,2008,adventure,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13393,15217,Moujuutsukai to Oujisama Portable,psp,2011,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13394,15218,Galaxy Angel II: Eigou Kaiki no Koku,ps2,2009,strategy,Broccoli,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13395,15219,Genroh,psp,2012,action,Idea Factory,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13396,15220,Otome wa Oanesama Boku ni Koi Shiteru Portable,psp,2010,adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13397,15221,Iron Phoenix,xb,2005,fighting,Sega,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13398,15222,Legend: Hand of God,pc,2007,role-playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13399,15223,Geon Cube,wii,2009,puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13400,15224,Tennis no Oji-Sama: Driving Smash! Side King,ds,2008,sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13401,15225,Kuon,ps2,2004,adventure,Indie Games,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13402,15226,Kannou Mukashi Banashi Portable,psp,2012,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13403,15227,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,ps3,2010,adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13404,15228,Diabolik Lovers: More Blood,psv,2015,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13405,15229,Triple Crown Championship Snowboarding,wii,2010,sports,Destineer,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13406,15230,UnchainBlades EXXiV,3ds,2012,role-playing,FuRyu,0.0,0.0,0.02,0.0,0.02,24.34,486800.0
13407,15231,The Fast and the Furious,psp,2007,racing,Deep Silver,0.02,0.0,0.0,0.0,0.02,16.18,323600.0
13408,15232,Fallout Trilogy,pc,2004,role-playing,Ubisoft,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13409,15233,Carmen Sandiego: The Secret of the Stolen Drums,gc,2004,action,BAM! Entertainment,0.02,0.0,0.0,0.0,0.02,33.64,672800.0000000001
13410,15234,The Sims: Complete Collection,pc,2005,simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,13.28,265600.0
13411,15235,Command & Conquer 3: Deluxe Edition,pc,2008,strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13412,15237,Sacred Gold,pc,2005,role-playing,Encore,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13413,15238,Dies Irae: Amantes Amentes,psp,2012,action,Views,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13414,15239,Puyo Puyo! 15th Anniversary,psp,2007,puzzle,Sega,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13415,15240,Mind over Matter,ds,2010,puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13416,15241,The Idolmaster: Gravure For You! Vol.9,ps3,2012,action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13417,15242,Discovery Kids: Snake Safari,ds,2009,simulation,505 Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13418,15243,Ryu-koku,ps2,2006,adventure,KID,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13419,15245,Group S Challenge,xb,2003,racing,Capcom,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13420,15246,GunParade Orchestra: Midori no Shou,ps2,2006,adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13421,15247,Shooter: Starfighter Sanvein,ps,2000,shooter,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13422,15248,Jewel Master: Cradle Of Rome 2,ds,2011,puzzle,Rising Star Games,0.0,0.02,0.0,0.0,0.02,12.99,259800.00000000003
13423,15249,Sakura Wars 1 & 2,psp,2006,strategy,Sega,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13424,15250,Kao Challengers,psp,2005,platform,Atari,0.02,0.0,0.0,0.0,0.02,16.18,323600.0
13425,15251,Brave: The Video Game,ds,2012,action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02,12.99,259800.00000000003
13426,15252,Order of War,pc,2009,strategy,Square Enix,0.0,0.01,0.0,0.0,0.02,13.28,265600.0
13427,15253,Terminator 3: The Redemption,gc,2004,shooter,Atari,0.02,0.0,0.0,0.0,0.02,33.64,672800.0000000001
13428,15254,Painkiller,pc,2004,shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13429,15255,Date A Live: Arusu Install,ps3,2014,adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13430,15257,Tengen Toppa Gurren-Lagann,ds,2007,action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13431,15258,Sugoi Hebereke,snes,1994,fighting,Sunsoft,0.0,0.0,0.02,0.0,0.02,45.28,905600.0000000001
13432,15259,Pebble Beach Golf Links,sat,1994,sports,Sega,0.0,0.0,0.02,0.0,0.02,40.47,809400.0
13433,15260,Spider-Man: Web of Shadows,pc,2008,action,Activision,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13434,15261,Dakar 2: The World's Ultimate Rally,xb,2003,racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13435,15262,Jelly Belly: Ballistic Beans,wii,2009,puzzle,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13436,15265,Higurashi Daybreak Portable Mega Edition,psp,2009,adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13437,15266,Dragon's Lair,ds,2010,platform,Destineer,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13438,15267,Shinken de Watashi ni Koi Shinasai! R,ps3,2012,action,Minato Station,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13439,15268,Whiteout,ps2,2002,racing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13440,15269,Shiratsuyu no Kai,psp,2013,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13441,15270,Dungeon Defenders,pc,2011,role-playing,Unknown,0.02,0.0,0.0,0.0,0.02,13.28,265600.0
13442,15271,Final Fantasy XIV: Heavensward,ps3,2015,action,Square Enix,0.01,0.0,0.01,0.0,0.02,14.67,293400.0
13443,15272,Sniper Elite V2,wiiu,2013,shooter,505 Games,0.0,0.02,0.0,0.0,0.02,19.59,391800.0
13444,15273,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,psp,2008,simulation,fonfun,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13445,15274,XGRA: Extreme G Racing Association,gc,2003,racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,33.64,672800.0000000001
13446,15275,Command & Conquer: The First Decade,pc,2006,strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,13.28,265600.0
13447,15279,Kill.Switch,gba,2004,shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,17.94,358800.0
13448,15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",psp,2010,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13449,15282,Heavy Fire: The Chosen Few 3D,3ds,2011,shooter,Mastiff,0.02,0.0,0.0,0.0,0.02,24.34,486800.0
13450,15284,Hyakka Hyakurou: Sengoku Ninpoujou,psv,2016,adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13451,15285,Jake Hunter: Detective Chronicles,ds,2008,adventure,Aksys Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13452,15286,Gekka Ryouran Romance,psp,2011,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13453,15287,Don Bradman Cricket 14,ps3,2014,sports,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,14.67,293400.0
13454,15288,Guess the Logos,xb,2004,puzzle,Sega,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13455,15289,Ore no Yome: Anata Dake no Hanayome,x360,2010,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,11.94,238799.99999999997
13456,15290,Crime Scene,ds,2009,adventure,Nobilis,0.0,0.02,0.0,0.0,0.02,12.99,259800.00000000003
13457,15291,Military History: Commander - Europe at War,psp,2009,strategy,Slitherine Software,0.0,0.01,0.0,0.01,0.02,16.18,323600.0
13458,15293,Final Approach 2: 1st Priority,ps2,2008,adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13459,15294,Stormrise,pc,2009,strategy,Sega,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
